,PASSENGERS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,YEAR,MONTH,Unnamed: 12
0,0.0,2470.0,2GQ,Cavok Air LLC,13269,MGA,"Managua, Nicaragua",14691,SBD,"San Bernardino, CA",2021,1,
1,0.0,2077.0,2GQ,Cavok Air LLC,13269,MGA,"Managua, Nicaragua",14512,RFD,"Rockford, IL",2021,1,
2,0.0,2470.0,2GQ,Cavok Air LLC,14691,SBD,"San Bernardino, CA",13269,MGA,"Managua, Nicaragua",2021,1,
3,0.0,3457.0,KL,Klm Royal Dutch Airlines,10721,BOS,"Boston, MA",10292,AMS,"Amsterdam, Netherlands",2021,1,
4,0.0,4120.0,KL,Klm Royal Dutch Airlines,13930,ORD,"Chicago, IL",10292,AMS,"Amsterdam, Netherlands",2021,1,
5,0.0,3457.0,KL,Klm Royal Dutch Airlines,10292,AMS,"Amsterdam, Netherlands",10721,BOS,"Boston, MA",2021,1,
6,0.0,4120.0,KL,Klm Royal Dutch Airlines,10292,AMS,"Amsterdam, Netherlands",13930,ORD,"Chicago, IL",2021,1,
7,0.0,6828.0,MF,"Xiamen Airlines Co., Ltd.",12892,LAX,"Los Angeles, CA",11724,FOC,"Fuzhou, China",2021,1,
8,0.0,6964.0,MF,"Xiamen Airlines Co., Ltd.",12892,LAX,"Los Angeles, CA",15917,XMN,"Xiamen, China",2021,1,
9,0.0,6828.0,MF,"Xiamen Airlines Co., Ltd.",11724,FOC,"Fuzhou, China",12892,LAX,"Los Angeles, CA",2021,1,
10,0.0,6964.0,MF,"Xiamen Airlines Co., Ltd.",15917,XMN,"Xiamen, China",12892,LAX,"Los Angeles, CA",2021,1,
11,0.0,4633.0,MP,Martinair Holland N.V.,13303,MIA,"Miami, FL",10292,AMS,"Amsterdam, Netherlands",2021,1,
12,0.0,1506.0,MP,Martinair Holland N.V.,13303,MIA,"Miami, FL",10711,BOG,"Bogota, Colombia",2021,1,
13,0.0,1017.0,MP,Martinair Holland N.V.,13303,MIA,"Miami, FL",12010,GUA,"Guatemala City, Guatemala",2021,1,
14,0.0,1787.0,MP,Martinair Holland N.V.,13303,MIA,"Miami, FL",15455,UIO,"Quito, Ecuador",2021,1,
15,0.0,4120.0,MP,Martinair Holland N.V.,13930,ORD,"Chicago, IL",10292,AMS,"Amsterdam, Netherlands",2021,1,
16,0.0,4633.0,MP,Martinair Holland N.V.,10292,AMS,"Amsterdam, Netherlands",13303,MIA,"Miami, FL",2021,1,
17,0.0,4120.0,MP,Martinair Holland N.V.,10292,AMS,"Amsterdam, Netherlands",13930,ORD,"Chicago, IL",2021,1,
18,0.0,4118.0,MP,Martinair Holland N.V.,14717,SCL,"Santiago, Chile",13303,MIA,"Miami, FL",2021,1,
19,0.0,1506.0,MP,Martinair Holland N.V.,10711,BOG,"Bogota, Colombia",13303,MIA,"Miami, FL",2021,1,
20,0.0,1787.0,MP,Martinair Holland N.V.,15455,UIO,"Quito, Ecuador",13303,MIA,"Miami, FL",2021,1,
21,0.0,6274.0,JL,Japan Air Lines Co. Ltd.,13930,ORD,"Chicago, IL",13744,NRT,"Tokyo, Japan",2021,1,
22,0.0,6427.0,JL,Japan Air Lines Co. Ltd.,11298,DFW,"Dallas/Fort Worth, TX",13744,NRT,"Tokyo, Japan",2021,1,
23,0.0,5451.0,JL,Japan Air Lines Co. Ltd.,13744,NRT,"Tokyo, Japan",12892,LAX,"Los Angeles, CA",2021,1,
24,0.0,6274.0,JL,Japan Air Lines Co. Ltd.,13744,NRT,"Tokyo, Japan",13930,ORD,"Chicago, IL",2021,1,
25,0.0,6427.0,JL,Japan Air Lines Co. Ltd.,13744,NRT,"Tokyo, Japan",11298,DFW,"Dallas/Fort Worth, TX",2021,1,
26,0.0,1506.0,DHQ,DHL Aero Expresso,10711,BOG,"Bogota, Colombia",13303,MIA,"Miami, FL",2021,1,
27,0.0,1017.0,DHQ,DHL Aero Expresso,12010,GUA,"Guatemala City, Guatemala",13303,MIA,"Miami, FL",2021,1,
28,0.0,1506.0,DHQ,DHL Aero Expresso,13303,MIA,"Miami, FL",10711,BOG,"Bogota, Colombia",2021,1,
29,0.0,1017.0,DHQ,DHL Aero Expresso,13303,MIA,"Miami, FL",12010,GUA,"Guatemala City, Guatemala",2021,1,
30,0.0,1152.0,DHQ,DHL Aero Expresso,13303,MIA,"Miami, FL",14286,PTY,"Panama City, Panama",2021,1,
31,0.0,1117.0,DHQ,DHL Aero Expresso,13303,MIA,"Miami, FL",14838,SJO,"San Jose, Costa Rica",2021,1,
32,0.0,1152.0,DHQ,DHL Aero Expresso,14286,PTY,"Panama City, Panama",13303,MIA,"Miami, FL",2021,1,
33,0.0,1023.0,DHQ,DHL Aero Expresso,14677,SAL,"San Salvador, El Salvador",13303,MIA,"Miami, FL",2021,1,
34,0.0,866.0,DHQ,DHL Aero Expresso,14681,SAP,"San Pedro Sula, Honduras",13303,MIA,"Miami, FL",2021,1,
35,0.0,1117.0,DHQ,DHL Aero Expresso,14838,SJO,"San Jose, Costa Rica",13303,MIA,"Miami, FL",2021,1,
36,0.0,4072.0,JJ,Transportes Aeros Meridiona,11988,GRU,"Sao Paulo, Brazil",13303,MIA,"Miami, FL",2021,1,
37,0.0,4024.0,JJ,Transportes Aeros Meridiona,13303,MIA,"Miami, FL",15567,VCP,"Sao Paulo, Brazil",2021,1,
38,0.0,4072.0,JJ,Transportes Aeros Meridiona,13303,MIA,"Miami, FL",11988,GRU,"Sao Paulo, Brazil",2021,1,
39,0.0,4118.0,JJ,Transportes Aeros Meridiona,14717,SCL,"Santiago, Chile",13303,MIA,"Miami, FL",2021,1,
40,0.0,4072.0,JJ,Transportes Aeros Meridiona,11988,GRU,"Sao Paulo, Brazil",13303,MIA,"Miami, FL",2021,1,
41,0.0,3839.0,JJ,Transportes Aeros Meridiona,13303,MIA,"Miami, FL",14496,REC,"Recife, Brazil",2021,1,
42,0.0,4024.0,JJ,Transportes Aeros Meridiona,13303,MIA,"Miami, FL",15567,VCP,"Sao Paulo, Brazil",2021,1,
43,0.0,4072.0,JJ,Transportes Aeros Meridiona,13303,MIA,"Miami, FL",11988,GRU,"Sao Paulo, Brazil",2021,1,
44,0.0,4118.0,JJ,Transportes Aeros Meridiona,14717,SCL,"Santiago, Chile",13303,MIA,"Miami, FL",2021,1,
45,0.0,1506.0,L7,Lan Colombia,10711,BOG,"Bogota, Colombia",13303,MIA,"Miami, FL",2021,1,
46,0.0,1017.0,L7,Lan Colombia,12010,GUA,"Guatemala City, Guatemala",13303,MIA,"Miami, FL",2021,1,
47,0.0,1388.0,L7,Lan Colombia,13218,MDE,"Medellin, Colombia",13303,MIA,"Miami, FL",2021,1,
48,0.0,3407.0,L7,Lan Colombia,13303,MIA,"Miami, FL",11020,CJC,"Calama, Chile",2021,1,
49,0.0,4240.0,L7,Lan Colombia,13303,MIA,"Miami, FL",11698,FLN,"Florianopolis, Brazil",2021,1,
50,0.0,1506.0,L7,Lan Colombia,13303,MIA,"Miami, FL",10711,BOG,"Bogota, Colombia",2021,1,
51,0.0,1017.0,L7,Lan Colombia,13303,MIA,"Miami, FL",12010,GUA,"Guatemala City, Guatemala",2021,1,
52,0.0,4024.0,L7,Lan Colombia,13303,MIA,"Miami, FL",15567,VCP,"Sao Paulo, Brazil",2021,1,
53,0.0,2608.0,L7,Lan Colombia,13303,MIA,"Miami, FL",12986,LIM,"Lima, Peru",2021,1,
54,0.0,1388.0,L7,Lan Colombia,13303,MIA,"Miami, FL",13218,MDE,"Medellin, Colombia",2021,1,
55,0.0,1087.0,L7,Lan Colombia,13303,MIA,"Miami, FL",10486,BAQ,"Barranquilla, Colombia",2021,1,
56,0.0,1552.0,L7,Lan Colombia,13303,MIA,"Miami, FL",11052,CLO,"Cali, Colombia",2021,1,
57,0.0,1152.0,L7,Lan Colombia,13303,MIA,"Miami, FL",14286,PTY,"Panama City, Panama",2021,1,
58,0.0,1117.0,L7,Lan Colombia,13303,MIA,"Miami, FL",14838,SJO,"San Jose, Costa Rica",2021,1,
59,0.0,4072.0,L7,Lan Colombia,13303,MIA,"Miami, FL",11988,GRU,"Sao Paulo, Brazil",2021,1,
60,0.0,4162.0,L7,Lan Colombia,13303,MIA,"Miami, FL",11915,GIG,"Rio de Janeiro, Brazil",2021,1,
61,0.0,2402.0,L7,Lan Colombia,13303,MIA,"Miami, FL",13166,MAO,"Manaus, Brazil",2021,1,
62,0.0,3912.0,L7,Lan Colombia,13303,MIA,"Miami, FL",10209,AGT,"Ciudad del Este, Paraguay",2021,1,
63,0.0,3824.0,L7,Lan Colombia,13303,MIA,"Miami, FL",10386,ASU,"Asuncion, Paraguay",2021,1,
64,0.0,4462.0,L7,Lan Colombia,13303,MIA,"Miami, FL",13532,MVD,"Montevideo, Uruguay",2021,1,
65,0.0,4216.0,L7,Lan Colombia,13303,MIA,"Miami, FL",10952,CFB,"Cabo Frio, Brazil",2021,1,
66,0.0,4095.0,L7,Lan Colombia,13303,MIA,"Miami, FL",11204,CWB,"Curitiba, Brazil",2021,1,
67,0.0,1117.0,L7,Lan Colombia,14838,SJO,"San Jose, Costa Rica",13303,MIA,"Miami, FL",2021,1,
68,0.0,1787.0,L7,Lan Colombia,15455,UIO,"Quito, Ecuador",13303,MIA,"Miami, FL",2021,1,
69,0.0,1506.0,LA,Lan-Chile Airlines,10711,BOG,"Bogota, Colombia",13303,MIA,"Miami, FL",2021,1,
70,0.0,4406.0,LA,Lan-Chile Airlines,11625,EZE,"Ezeiza, Argentina",13303,MIA,"Miami, FL",2021,1,
71,0.0,2608.0,LA,Lan-Chile Airlines,12986,LIM,"Lima, Peru",13303,MIA,"Miami, FL",2021,1,
72,0.0,3407.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",11020,CJC,"Calama, Chile",2021,1,
73,0.0,4406.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",11625,EZE,"Ezeiza, Argentina",2021,1,
74,0.0,4633.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",10292,AMS,"Amsterdam, Netherlands",2021,1,
75,0.0,3839.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",14496,REC,"Recife, Brazil",2021,1,
76,0.0,4024.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",15567,VCP,"Sao Paulo, Brazil",2021,1,
77,0.0,2608.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",12986,LIM,"Lima, Peru",2021,1,
78,0.0,3912.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",10209,AGT,"Ciudad del Este, Paraguay",2021,1,
79,0.0,3824.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",10386,ASU,"Asuncion, Paraguay",2021,1,
80,0.0,4462.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",13532,MVD,"Montevideo, Uruguay",2021,1,
81,0.0,4118.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",14717,SCL,"Santiago, Chile",2021,1,
82,0.0,1787.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",15455,UIO,"Quito, Ecuador",2021,1,
83,0.0,4118.0,LA,Lan-Chile Airlines,14717,SCL,"Santiago, Chile",13303,MIA,"Miami, FL",2021,1,
84,0.0,1787.0,LA,Lan-Chile Airlines,15455,UIO,"Quito, Ecuador",13303,MIA,"Miami, FL",2021,1,
85,0.0,5569.0,LA,Lan-Chile Airlines,12892,LAX,"Los Angeles, CA",14717,SCL,"Santiago, Chile",2021,1,
86,0.0,4406.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",11625,EZE,"Ezeiza, Argentina",2021,1,
87,0.0,4118.0,LA,Lan-Chile Airlines,13303,MIA,"Miami, FL",14717,SCL,"Santiago, Chile",2021,1,
88,0.0,5569.0,LA,Lan-Chile Airlines,14717,SCL,"Santiago, Chile",12892,LAX,"Los Angeles, CA",2021,1,
89,0.0,4118.0,LA,Lan-Chile Airlines,14717,SCL,"Santiago, Chile",13303,MIA,"Miami, FL",2021,1,
90,0.0,1787.0,LA,Lan-Chile Airlines,15455,UIO,"Quito, Ecuador",13303,MIA,"Miami, FL",2021,1,
91,0.0,2608.0,LP,Lan Peru Airlines,12986,LIM,"Lima, Peru",13303,MIA,"Miami, FL",2021,1,
92,0.0,2608.0,LP,Lan Peru Airlines,13303,MIA,"Miami, FL",12986,LIM,"Lima, Peru",2021,1,
93,0.0,1506.0,M3,ABSA-Aerolinhas Brasileiras,10711,BOG,"Bogota, Colombia",13303,MIA,"Miami, FL",2021,1,
94,0.0,2402.0,M3,ABSA-Aerolinhas Brasileiras,13166,MAO,"Manaus, Brazil",13303,MIA,"Miami, FL",2021,1,
95,0.0,1388.0,M3,ABSA-Aerolinhas Brasileiras,13218,MDE,"Medellin, Colombia",13303,MIA,"Miami, FL",2021,1,
96,0.0,4240.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",11698,FLN,"Florianopolis, Brazil",2021,1,
97,0.0,3839.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",14496,REC,"Recife, Brazil",2021,1,
98,0.0,4024.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",15567,VCP,"Sao Paulo, Brazil",2021,1,
99,0.0,3963.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",11082,CNF,"Belo Horizonte, Brazil",2021,1,
100,0.0,4072.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",11988,GRU,"Sao Paulo, Brazil",2021,1,
101,0.0,4162.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",11915,GIG,"Rio de Janeiro, Brazil",2021,1,
102,0.0,2402.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",13166,MAO,"Manaus, Brazil",2021,1,
103,0.0,3881.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",14991,SSA,"Salvador, Brazil",2021,1,
104,0.0,3824.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",10386,ASU,"Asuncion, Paraguay",2021,1,
105,0.0,4216.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",10952,CFB,"Cabo Frio, Brazil",2021,1,
106,0.0,4095.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",11204,CWB,"Curitiba, Brazil",2021,1,
107,0.0,4294.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",14196,POA,"Porto Alegre, Brazil",2021,1,
108,0.0,4152.0,M3,ABSA-Aerolinhas Brasileiras,13303,MIA,"Miami, FL",15603,VIX,"Vitoria, Brazil",2021,1,
109,0.0,4118.0,M3,ABSA-Aerolinhas Brasileiras,14717,SCL,"Santiago, Chile",13303,MIA,"Miami, FL",2021,1,
110,0.0,1787.0,M3,ABSA-Aerolinhas Brasileiras,15455,UIO,"Quito, Ecuador",13303,MIA,"Miami, FL",2021,1,
111,0.0,4024.0,M3,ABSA-Aerolinhas Brasileiras,15567,VCP,"Sao Paulo, Brazil",13303,MIA,"Miami, FL",2021,1,
112,0.0,1583.0,AMQ,Ameristar Air Cargo,10198,AGC,"Pittsburgh, PA",14886,SLW,"Saltillo, Mexico",2021,1,
113,0.0,1454.0,AMQ,Ameristar Air Cargo,11871,GDC,"Greenville, SC",14022,PBC,"Puebla, Mexico",2021,1,
114,0.0,1487.0,AMQ,Ameristar Air Cargo,14656,RWI,"Rocky Mount, NC",13514,MTY,"Monterrey, Mexico",2021,1,
115,0.0,447.0,AMQ,Ameristar Air Cargo,12191,HOU,"Houston, TX",14886,SLW,"Saltillo, Mexico",2021,1,
116,0.0,398.0,AMQ,Ameristar Air Cargo,12191,HOU,"Houston, TX",13514,MTY,"Monterrey, Mexico",2021,1,
117,0.0,748.0,AMQ,Ameristar Air Cargo,12191,HOU,"Houston, TX",14022,PBC,"Puebla, Mexico",2021,1,
118,0.0,983.0,AMQ,Ameristar Air Cargo,13198,MCI,"Kansas City, MO",13514,MTY,"Monterrey, Mexico",2021,1,
119,0.0,128.0,AMQ,Ameristar Air Cargo,13514,MTY,"Monterrey, Mexico",13061,LRD,"Laredo, TX",2021,1,
120,0.0,581.0,AMQ,Ameristar Air Cargo,14022,PBC,"Puebla, Mexico",13061,LRD,"Laredo, TX",2021,1,
121,0.0,713.0,AMQ,Ameristar Air Cargo,14492,RDU,"Raleigh/Durham, NC",16217,YUL,"Montreal, Canada",2021,1,
122,0.0,165.0,AMQ,Ameristar Air Cargo,14886,SLW,"Saltillo, Mexico",13061,LRD,"Laredo, TX",2021,1,
123,0.0,537.0,AMQ,Ameristar Air Cargo,16217,YUL,"Montreal, Canada",16091,YIP,"Detroit, MI",2021,1,
124,0.0,240.0,9K,Cape Air,13654,NEV,"Nevis, Saint Kitts and Nevis",14843,SJU,"San Juan, PR",2021,3,
125,0.0,37.0,9K,Cape Air,15024,STT,"Charlotte Amalie, VI",15598,VIJ,"Virgin Gorda, British Virgin Islands",2021,3,
126,0.0,240.0,9K,Cape Air,14843,SJU,"San Juan, PR",13654,NEV,"Nevis, Saint Kitts and Nevis",2021,3,
127,0.0,103.0,9K,Cape Air,14843,SJU,"San Juan, PR",15598,VIJ,"Virgin Gorda, British Virgin Islands",2021,3,
128,0.0,37.0,9K,Cape Air,15598,VIJ,"Virgin Gorda, British Virgin Islands",15024,STT,"Charlotte Amalie, VI",2021,3,
129,0.0,103.0,9K,Cape Air,15598,VIJ,"Virgin Gorda, British Virgin Islands",14843,SJU,"San Juan, PR",2021,3,
130,0.0,1969.0,M6,Amerijet International,13303,MIA,"Miami, FL",11888,GEO,"Georgetown, Guyana",2021,3,
131,0.0,1276.0,M6,Amerijet International,13303,MIA,"Miami, FL",13252,MEX,"Mexico City, Mexico",2021,3,
132,0.0,1023.0,M6,Amerijet International,13303,MIA,"Miami, FL",14677,SAL,"San Salvador, El Salvador",2021,3,
133,0.0,713.0,M6,Amerijet International,13303,MIA,"Miami, FL",14012,PAP,"Port-au-Prince, Haiti",2021,3,
134,0.0,848.0,M6,Amerijet International,13303,MIA,"Miami, FL",14739,SDQ,"Santo Domingo, Dominican Republic",2021,3,
135,0.0,1014.0,M6,Amerijet International,13303,MIA,"Miami, FL",13269,MGA,"Managua, Nicaragua",2021,3,
136,0.0,1330.0,M6,Amerijet International,13303,MIA,"Miami, FL",10312,ANU,"St. Johns, Antigua and Barbuda",2021,3,
137,0.0,1224.0,M6,Amerijet International,13303,MIA,"Miami, FL",15084,SXM,"Philipsburg, Sint Maarten",2021,3,
138,0.0,586.0,M6,Amerijet International,13303,MIA,"Miami, FL",12693,KIN,"Kingston, Jamaica",2021,3,
139,0.0,1152.0,M6,Amerijet International,13303,MIA,"Miami, FL",14286,PTY,"Panama City, Panama",2021,3,
140,0.0,1133.0,M6,Amerijet International,13303,MIA,"Miami, FL",10411,AUA,"Aruba, Aruba",2021,3,
141,0.0,767.0,M6,Amerijet International,13303,MIA,"Miami, FL",10846,BZE,"Belize City, Belize",2021,3,
142,0.0,1505.0,M6,Amerijet International,13303,MIA,"Miami, FL",15513,UVF,"St. Lucia, Saint Lucia",2021,3,
143,0.0,1611.0,M6,Amerijet International,13303,MIA,"Miami, FL",10575,BGI,"Barbados/Bridgetown, Barbados",2021,3,
144,0.0,1622.0,M6,Amerijet International,13303,MIA,"Miami, FL",14210,POS,"Port of Spain, Trinidad and Tobago",2021,3,
145,0.0,1787.0,M6,Amerijet International,13303,MIA,"Miami, FL",15455,UIO,"Quito, Ecuador",2021,3,
146,0.0,4644.0,M6,Amerijet International,13303,MIA,"Miami, FL",10752,BRU,"Brussels, Belgium",2021,3,
147,0.0,943.0,M6,Amerijet International,13618,NBW,"Guantanamo, Cuba",10994,CHS,"Charleston, SC",2021,3,
148,0.0,1276.0,M6,Amerijet International,13252,MEX,"Mexico City, Mexico",13303,MIA,"Miami, FL",2021,3,
149,0.0,1023.0,M6,Amerijet International,14677,SAL,"San Salvador, El Salvador",13303,MIA,"Miami, FL",2021,3,
150,0.0,713.0,M6,Amerijet International,14012,PAP,"Port-au-Prince, Haiti",13303,MIA,"Miami, FL",2021,3,
151,0.0,848.0,M6,Amerijet International,14739,SDQ,"Santo Domingo, Dominican Republic",13303,MIA,"Miami, FL",2021,3,
152,0.0,1014.0,M6,Amerijet International,13269,MGA,"Managua, Nicaragua",13303,MIA,"Miami, FL",2021,3,
153,0.0,1330.0,M6,Amerijet International,10312,ANU,"St. Johns, Antigua and Barbuda",13303,MIA,"Miami, FL",2021,3,
154,0.0,586.0,M6,Amerijet International,12693,KIN,"Kingston, Jamaica",13303,MIA,"Miami, FL",2021,3,
155,0.0,1152.0,M6,Amerijet International,14286,PTY,"Panama City, Panama",13303,MIA,"Miami, FL",2021,3,
156,0.0,767.0,M6,Amerijet International,10846,BZE,"Belize City, Belize",13303,MIA,"Miami, FL",2021,3,
157,0.0,1535.0,M6,Amerijet International,11950,GND,"Grenada, Grenada",13303,MIA,"Miami, FL",2021,3,
158,0.0,759.0,M6,Amerijet International,15013,STI,"Santiago, Dominican Republic",13303,MIA,"Miami, FL",2021,3,
159,0.0,1224.0,M6,Amerijet International,15084,SXM,"Philipsburg, Sint Maarten",13303,MIA,"Miami, FL",2021,3,
160,0.0,1271.0,M6,Amerijet International,14849,SKB,"St. Kitts, Saint Kitts and Nevis",13303,MIA,"Miami, FL",2021,3,
161,0.0,2000.0,M6,Amerijet International,14838,SJO,"San Jose, Costa Rica",11193,CVG,"Cincinnati, OH",2021,3,
162,0.0,1117.0,M6,Amerijet International,14838,SJO,"San Jose, Costa Rica",13303,MIA,"Miami, FL",2021,3,
163,0.0,1611.0,M6,Amerijet International,10575,BGI,"Barbados/Bridgetown, Barbados",13303,MIA,"Miami, FL",2021,3,
164,0.0,1622.0,M6,Amerijet International,14210,POS,"Port of Spain, Trinidad and Tobago",13303,MIA,"Miami, FL",2021,3,
165,0.0,308.0,M6,Amerijet International,14843,SJU,"San Juan, PR",15013,STI,"Santiago, Dominican Republic",2021,3,
166,0.0,1787.0,M6,Amerijet International,15455,UIO,"Quito, Ecuador",13303,MIA,"Miami, FL",2021,3,
167,0.0,4644.0,M6,Amerijet International,10752,BRU,"Brussels, Belgium",13303,MIA,"Miami, FL",2021,3,
168,0.0,3293.0,M6,Amerijet International,10752,BRU,"Brussels, Belgium",10581,BGR,"Bangor, ME",2021,3,
169,0.0,943.0,M6,Amerijet International,10994,CHS,"Charleston, SC",13618,NBW,"Guantanamo, Cuba",2021,3,
170,0.0,1969.0,M6,Amerijet International,11888,GEO,"Georgetown, Guyana",13303,MIA,"Miami, FL",2021,3,
171,0.0,2171.0,M6,Amerijet International,14030,PBM,"Zanderij, Suriname",13303,MIA,"Miami, FL",2021,3,
172,0.0,1515.0,M6,Amerijet International,15052,SVD,"St. Vincent, Saint Vincent and the Grenadines",13303,MIA,"Miami, FL",2021,3,
173,0.0,8070.0,CX,Cathay Pacific Airways Ltd.,12478,JFK,"New York, NY",12143,HKG,"Hong Kong, Hong Kong",2021,3,
174,0.0,7260.0,CX,Cathay Pacific Airways Ltd.,12892,LAX,"Los Angeles, CA",12143,HKG,"Hong Kong, Hong Kong",2021,3,
175,0.0,6927.0,CX,Cathay Pacific Airways Ltd.,14771,SFO,"San Francisco, CA",12143,HKG,"Hong Kong, Hong Kong",2021,3,
176,0.0,7793.0,CX,Cathay Pacific Airways Ltd.,13930,ORD,"Chicago, IL",12143,HKG,"Hong Kong, Hong Kong",2021,3,
177,0.0,8971.0,CX,Cathay Pacific Airways Ltd.,13303,MIA,"Miami, FL",12143,HKG,"Hong Kong, Hong Kong",2021,3,
178,0.0,8120.0,CX,Cathay Pacific Airways Ltd.,11298,DFW,"Dallas/Fort Worth, TX",12143,HKG,"Hong Kong, Hong Kong",2021,3,
179,0.0,8020.0,CX,Cathay Pacific Airways Ltd.,12917,LCK,"Columbus, OH",12143,HKG,"Hong Kong, Hong Kong",2021,3,
180,0.0,8394.0,CX,Cathay Pacific Airways Ltd.,10397,ATL,"Atlanta, GA",12143,HKG,"Hong Kong, Hong Kong",2021,3,
181,0.0,8070.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",12478,JFK,"New York, NY",2021,3,
182,0.0,7260.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",12892,LAX,"Los Angeles, CA",2021,3,
183,0.0,6927.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",14771,SFO,"San Francisco, CA",2021,3,
184,0.0,7793.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",13930,ORD,"Chicago, IL",2021,3,
185,0.0,8971.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",13303,MIA,"Miami, FL",2021,3,
186,0.0,8120.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",11298,DFW,"Dallas/Fort Worth, TX",2021,3,
187,0.0,8020.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",12917,LCK,"Columbus, OH",2021,3,
188,0.0,8394.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",10397,ATL,"Atlanta, GA",2021,3,
189,0.0,6571.0,CX,Cathay Pacific Airways Ltd.,12143,HKG,"Hong Kong, Hong Kong",14057,PDX,"Portland, OR",2021,3,
190,0.0,6571.0,CX,Cathay Pacific Airways Ltd.,14057,PDX,"Portland, OR",12143,HKG,"Hong Kong, Hong Kong",2021,3,
191,0.0,6849.0,EK,Emirates,12478,JFK,"New York, NY",11455,DXB,"Dubai, United Arab Emirates",2021,3,
192,0.0,7247.0,EK,Emirates,13930,ORD,"Chicago, IL",11455,DXB,"Dubai, United Arab Emirates",2021,3,
193,0.0,7754.0,EK,Emirates,13204,MCO,"Orlando, FL",11455,DXB,"Dubai, United Arab Emirates",2021,3,
194,0.0,8038.0,EK,Emirates,11298,DFW,"Dallas/Fort Worth, TX",11455,DXB,"Dubai, United Arab Emirates",2021,3,
195,0.0,7069.0,EK,Emirates,12264,IAD,"Washington, DC",11455,DXB,"Dubai, United Arab Emirates",2021,3,
196,0.0,7247.0,EK,Emirates,11455,DXB,"Dubai, United Arab Emirates",13930,ORD,"Chicago, IL",2021,3,
197,0.0,8038.0,EK,Emirates,11455,DXB,"Dubai, United Arab Emirates",11298,DFW,"Dallas/Fort Worth, TX",2021,3,
198,0.0,7069.0,EK,Emirates,11455,DXB,"Dubai, United Arab Emirates",12264,IAD,"Washington, DC",2021,3,
199,0.0,4267.0,LO,Polskie Linie Lotnicze,12478,JFK,"New York, NY",15718,WAW,"Warsaw, Poland",2021,3,
200,0.0,4686.0,LO,Polskie Linie Lotnicze,13930,ORD,"Chicago, IL",15718,WAW,"Warsaw, Poland",2021,3,
201,0.0,4267.0,LO,Polskie Linie Lotnicze,15718,WAW,"Warsaw, Poland",12478,JFK,"New York, NY",2021,3,
202,0.0,4686.0,LO,Polskie Linie Lotnicze,15718,WAW,"Warsaw, Poland",13930,ORD,"Chicago, IL",2021,3,
203,0.0,3719.0,2KQ,Longtail Aviation Ltd.,12478,JFK,"New York, NY",13491,MST,"Maastricht, Netherlands",2021,3,
204,0.0,3719.0,2KQ,Longtail Aviation Ltd.,13491,MST,"Maastricht, Netherlands",12478,JFK,"New York, NY",2021,3,
205,0.0,3713.0,2KQ,Longtail Aviation Ltd.,12957,LGG,"Liege, Belgium",12478,JFK,"New York, NY",2021,3,
